Plan;Medicamento;Presentacion;Laboratorio;Familia;Principio_Activo;Receta;Porcentaje_Cobertura;Es_Cronica;Enfermedad;Requiere_Empadronamiento
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ZYPREXA ZYDIS;5 mg tab.dis.inst.x 14;RAFFO;ANTIPSICÓTICO;OLANZAPINA;VENTA BAJO RECETA ARCHIVADA;70;SI;TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ZYPREXA ZYDIS;10 mg tab.dis.inst.x 14;RAFFO;ANTIPSICÓTICO;OLANZAPINA;VENTA BAJO RECETA ARCHIVADA;70;SI;TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;OLEOFIN;120 mg caps.x 30;CASASCO S.A.I.C.;FÁRMACO ANTIOBESIDAD NO SISTÉM.;ORLISTAT;VENTA BAJO RECETA;70;SI;OBESIDAD;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;OLEOFIN;120 mg caps.x 60;CASASCO S.A.I.C.;FÁRMACO ANTIOBESIDAD NO SISTÉM.;ORLISTAT;VENTA BAJO RECETA;70;SI;OBESIDAD;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;BIPERIDENO ROSPAW;2 mg comp.x 20;ROSPAW;ANTIPARKINSONIANO;BIPERIDENO;VENTA BAJO RECETA ARCHIVADA;70;SI;ENFERMEDAD DE PARKINSON;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;BIDECAR;50 mg comp.ran.x 28;BALIARDA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;BIDECAR;50 mg comp.ran.x 28;BALIARDA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;CLONAZEPAM CEVALLOS;2 mg comp.x 60;CEVALLOS;ANSIOLÍTICO ANTICONVULSIVO;CLONAZEPAM;VENTA BAJO RECETA ARCHIVADA;70;SI;EPILEPSIA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;CLOPIDOGREL RICHET;75 mg comp.x 30;RICHET S.A.;ANTITROMBÓTICO;CLOPIDOGREL;VENTA BAJO RECETA;70;SI;ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;CLOPIDOGREL RICHET;75 mg comp.x 30;RICHET S.A.;ANTITROMBÓTICO;CLOPIDOGREL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;LIVIANNE 28;comp.rec.x 28;PHARMADORF S.A.;ANTICONCEPTIVO;ETINILESTRADIOL+GESTODENO;VENTA BAJO RECETA;100;SI;ATENCION PARA LA ANTICONCEPCION;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;EUTHYROX;88 mcg comp.birran.x 50;PHOENIX-ELEA;TERAPÉUTICA TIROIDEA;LEVOTIROXINA;VENTA BAJO RECETA;70;SI;HIPOTIROIDISMO, NO ESPECIFICADO;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;EUTHYROX;88 mcg comp.birran.x 50;PHOENIX-ELEA;TERAPÉUTICA TIROIDEA;LEVOTIROXINA;VENTA BAJO RECETA;70;SI;TIROTOXICOSIS (HIPERTIROIDISMO);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;EUTHYROX;112 mcg comp.birran.x 50;PHOENIX-ELEA;TERAPÉUTICA TIROIDEA;LEVOTIROXINA;VENTA BAJO RECETA;70;SI;HIPOTIROIDISMO, NO ESPECIFICADO;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;EUTHYROX;112 mcg comp.birran.x 50;PHOENIX-ELEA;TERAPÉUTICA TIROIDEA;LEVOTIROXINA;VENTA BAJO RECETA;70;SI;TIROTOXICOSIS (HIPERTIROIDISMO);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;EUTHYROX;137 mcg comp.birran.x 50;PHOENIX-ELEA;TERAPÉUTICA TIROIDEA;LEVOTIROXINA;VENTA BAJO RECETA;70;SI;HIPOTIROIDISMO, NO ESPECIFICADO;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;EUTHYROX;137 mcg comp.birran.x 50;PHOENIX-ELEA;TERAPÉUTICA TIROIDEA;LEVOTIROXINA;VENTA BAJO RECETA;70;SI;TIROTOXICOSIS (HIPERTIROIDISMO);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;TOPIRAMATO CEVALLOS;50 mg comp.x 30;CEVALLOS;ANTIEPILÉPTICO;TOPIRAMATO;VENTA BAJO RECETA ARCHIVADA;70;SI;EPILEPSIA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;TOPIRAMATO CEVALLOS;100 mg comp.x 30;CEVALLOS;ANTIEPILÉPTICO;TOPIRAMATO;VENTA BAJO RECETA ARCHIVADA;70;SI;EPILEPSIA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;CORTICOSAN;50 mg comp.x 30;FABRA S.R.L.;ANTIHIPERTENSIVO;LOSARTÁN;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;CORTICOSAN;50 mg comp.x 30;FABRA S.R.L.;ANTIHIPERTENSIVO;LOSARTÁN;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;SECUFEM 1.5 mg;1.5 mg comp.x 1;PHOENIX-ELEA;ANTICONCEPTIVO;LEVONORGESTREL;VENTA BAJO RECETA;100;SI;ATENCION PARA LA ANTICONCEPCION;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;MONTRATE;4 mg comp.mast.x 30;CASASCO S.A.I.C.;ANTIASMÁTICO;MONTELUKAST;VENTA BAJO RECETA;70;SI;ENFISEMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;MONTRATE;4 mg comp.mast.x 30;CASASCO S.A.I.C.;ANTIASMÁTICO;MONTELUKAST;VENTA BAJO RECETA;70;SI;ASMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;MONTRATE;5 mg comp.mast.x 30;CASASCO S.A.I.C.;ANTIASMÁTICO;MONTELUKAST;VENTA BAJO RECETA;70;SI;ENFISEMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;MONTRATE;5 mg comp.mast.x 30;CASASCO S.A.I.C.;ANTIASMÁTICO;MONTELUKAST;VENTA BAJO RECETA;70;SI;ASMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;MONTRATE;10 mg comp. x 30;CASASCO S.A.I.C.;ANTIASMÁTICO;MONTELUKAST;VENTA BAJO RECETA;70;SI;ENFISEMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;MONTRATE;10 mg comp. x 30;CASASCO S.A.I.C.;ANTIASMÁTICO;MONTELUKAST;VENTA BAJO RECETA;70;SI;ASMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;TACARDIA;50 mg comp.x 60;RICHMOND S.A.;ANTIHIPERTENSIVO;LOSARTÁN;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;TACARDIA;50 mg comp.x 60;RICHMOND S.A.;ANTIHIPERTENSIVO;LOSARTÁN;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;AMLODICORD 5;comp.ran.x 30;GEMINIS FARMACEUTICA;ANTIANGINOSO ANTIHIPERTENSIVO;AMLODIPINA;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;AMLODICORD 5;comp.ran.x 30;GEMINIS FARMACEUTICA;ANTIANGINOSO ANTIHIPERTENSIVO;AMLODIPINA;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;AMLODICORD 5;comp.ran.x 60;GEMINIS FARMACEUTICA;ANTIANGINOSO ANTIHIPERTENSIVO;AMLODIPINA;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;AMLODICORD 5;comp.ran.x 60;GEMINIS FARMACEUTICA;ANTIANGINOSO ANTIHIPERTENSIVO;AMLODIPINA;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;AMLODICORD 10;comp.ran.x 30;GEMINIS FARMACEUTICA;ANTIANGINOSO ANTIHIPERTENSIVO;AMLODIPINA;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;AMLODICORD 10;comp.ran.x 30;GEMINIS FARMACEUTICA;ANTIANGINOSO ANTIHIPERTENSIVO;AMLODIPINA;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;AMLODICORD 10;comp.ran.x 60;GEMINIS FARMACEUTICA;ANTIANGINOSO ANTIHIPERTENSIVO;AMLODIPINA;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;AMLODICORD 10;comp.ran.x 60;GEMINIS FARMACEUTICA;ANTIANGINOSO ANTIHIPERTENSIVO;AMLODIPINA;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;CARDIONORM;6.25 mg comp.x 28;DENVER FARMA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;CARDIONORM;6.25 mg comp.x 28;DENVER FARMA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;CARDIONORM;12.5 mg comp.x 28;DENVER FARMA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;CARDIONORM;12.5 mg comp.x 28;DENVER FARMA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;CARDIONORM;25 mg comp.x 28;DENVER FARMA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;CARDIONORM;25 mg comp.x 28;DENVER FARMA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;5-ASA 500;500 mg comp.x 30;DOMINGUEZ S.A.;ANTIINFLAM.INTESTINAL;MESALAZINA;VENTA BAJO RECETA;70;SI;ENFERMEDAD DE CROHN (ENTERITIS REGIONAL);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;5-ASA 500;500 mg comp.x 60;DOMINGUEZ S.A.;ANTIINFLAM.INTESTINAL;MESALAZINA;VENTA BAJO RECETA;70;SI;ENFERMEDAD DE CROHN (ENTERITIS REGIONAL);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;5-ASA 800;800 mg comp.x 30;DOMINGUEZ S.A.;ANTIINFLAM.INTESTINAL;MESALAZINA;VENTA BAJO RECETA;70;SI;ENFERMEDAD DE CROHN (ENTERITIS REGIONAL);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;5-ASA 800;800 mg comp.x 60;DOMINGUEZ S.A.;ANTIINFLAM.INTESTINAL;MESALAZINA;VENTA BAJO RECETA;70;SI;ENFERMEDAD DE CROHN (ENTERITIS REGIONAL);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;FREVIA;80/4.5 mcg x 120 dosis;ASTRAZENECA S.A.;ANTIINFLAM.RESPIRAT.BRONCODIL.;BUDESONIDE+FORMOTEROL;VENTA BAJO RECETA;70;SI;ENFISEMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;FREVIA;80/4.5 mcg x 120 dosis;ASTRAZENECA S.A.;ANTIINFLAM.RESPIRAT.BRONCODIL.;BUDESONIDE+FORMOTEROL;VENTA BAJO RECETA;70;SI;ASMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;FREVIA;160/4.5 mcg x 120 dosis;ASTRAZENECA S.A.;ANTIINFLAM.RESPIRAT.BRONCODIL.;BUDESONIDE+FORMOTEROL;VENTA BAJO RECETA;70;SI;ENFISEMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;FREVIA;160/4.5 mcg x 120 dosis;ASTRAZENECA S.A.;ANTIINFLAM.RESPIRAT.BRONCODIL.;BUDESONIDE+FORMOTEROL;VENTA BAJO RECETA;70;SI;ASMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;CLOPIDOGREL ROSPAW;75 mg comp.x 10;ROSPAW;ANTITROMBÓTICO;CLOPIDOGREL;VENTA BAJO RECETA;70;SI;ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;CLOPIDOGREL ROSPAW;75 mg comp.x 10;ROSPAW;ANTITROMBÓTICO;CLOPIDOGREL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;BIDECAR CR;10 mg cáps.lib.cont.x 28;BALIARDA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;BIDECAR CR;10 mg cáps.lib.cont.x 28;BALIARDA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;BIDECAR CR;20 mg cáps.lib.cont.x 28;BALIARDA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;BIDECAR CR;20 mg cáps.lib.cont.x 28;BALIARDA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;BIDECAR CR;40 mg cáps.lib.cont.x 28;BALIARDA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;BIDECAR CR;40 mg cáps.lib.cont.x 28;BALIARDA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;BIDECAR CR;80 mg cáps.lib.cont.x 28;BALIARDA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;BIDECAR CR;80 mg cáps.lib.cont.x 28;BALIARDA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;TEGRETOL;jbe.x 100 ml;NOVARTIS ARGENTINA S.A.;ANTIEPILÉPTICO;CARBAMAZEPINA;VENTA BAJO RECETA;70;SI;EPILEPSIA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;VANATOR 10;comp.x 30;VANNIER S.A.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;TRASTORNOS DEL METABOLISMO DE LAS LIPOPROTEINAS Y OTRAS LIPIDEMIAS;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;VANATOR 10;comp.x 30;VANNIER S.A.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;VANATOR 10;comp.x 30;VANNIER S.A.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;VANATOR 20;comp.x 30;VANNIER S.A.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;TRASTORNOS DEL METABOLISMO DE LAS LIPOPROTEINAS Y OTRAS LIPIDEMIAS;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;VANATOR 20;comp.x 30;VANNIER S.A.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;VANATOR 20;comp.x 30;VANNIER S.A.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;DILATREND;50 mg comp.ran.x 28;SIEGFRIED S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;DILATREND;50 mg comp.ran.x 28;SIEGFRIED S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;FUROTRAL;40 mg comp.x 30;LEPETIT PHARMA SA;DIURÉTICO;FUROSEMIDA;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;FUROTRAL;40 mg comp.x 30;LEPETIT PHARMA SA;DIURÉTICO;FUROSEMIDA;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ZINNIA;comp.rec.x 21;LABORATORIOS BERNABO S.A.;ANTICONCEPTIVO;CIPROTERONA+ETINILESTRADIOL;VENTA BAJO RECETA;100;SI;ATENCION PARA LA ANTICONCEPCION;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;PENTASA;2 g sob.x 30;FERRING  S.A.;ANTIINFLAM.INTESTINAL;MESALAZINA;VENTA BAJO RECETA;70;SI;ENFERMEDAD DE CROHN (ENTERITIS REGIONAL);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;PENTASA;2 g sob.x 30;FERRING  S.A.;ANTIINFLAM.INTESTINAL;MESALAZINA;VENTA BAJO RECETA;70;SI;COLITIS ULCERATIVA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;APSICO;2.5 mg comp.x 28;MEGALABS ARGENTINA SAU;ANTIPSICÓTICO;OLANZAPINA;VENTA BAJO RECETA ARCHIVADA;70;SI;TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;APSICO;5 mg comp.rec.x 14;MEGALABS ARGENTINA SAU;ANTIPSICÓTICO;OLANZAPINA;VENTA BAJO RECETA ARCHIVADA;70;SI;TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;APSICO;5 mg comp.rec.x 28;MEGALABS ARGENTINA SAU;ANTIPSICÓTICO;OLANZAPINA;VENTA BAJO RECETA ARCHIVADA;70;SI;TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;APSICO;10 mg comp.x 14;MEGALABS ARGENTINA SAU;ANTIPSICÓTICO;OLANZAPINA;VENTA BAJO RECETA ARCHIVADA;70;SI;TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;APSICO;10 mg comp.x 28;MEGALABS ARGENTINA SAU;ANTIPSICÓTICO;OLANZAPINA;VENTA BAJO RECETA ARCHIVADA;70;SI;TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;PROAIR BRONQUIAL;125/25mcg aer.x 120dosis;MONTPELLIER S.A.  QUIMICA;ANTIASMÁTICO;FLUTICASONA+SALMETEROL;VENTA BAJO RECETA;70;SI;ENFISEMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;PROAIR BRONQUIAL;125/25mcg aer.x 120dosis;MONTPELLIER S.A.  QUIMICA;ANTIASMÁTICO;FLUTICASONA+SALMETEROL;VENTA BAJO RECETA;70;SI;ASMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;PROAIR BRONQUIAL;250/25mcg aer.x 120dosis;MONTPELLIER S.A.  QUIMICA;ANTIASMÁTICO;FLUTICASONA+SALMETEROL;VENTA BAJO RECETA;70;SI;ENFISEMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;PROAIR BRONQUIAL;250/25mcg aer.x 120dosis;MONTPELLIER S.A.  QUIMICA;ANTIASMÁTICO;FLUTICASONA+SALMETEROL;VENTA BAJO RECETA;70;SI;ASMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;OLEOFIN;60 mg caps.x 30;CASASCO S.A.I.C.;FÁRMACO ANTIOBESIDAD NO SISTÉM.;ORLISTAT;VENTA BAJO RECETA;70;SI;OBESIDAD;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;FRUGAL;120 mg comp.rec.x 30;BAGO S.A.;TRAT.DE LA OBESIDAD;ORLISTAT;VENTA BAJO RECETA;70;SI;OBESIDAD;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;FRUGAL;120 mg comp.rec.x 60;BAGO S.A.;TRAT.DE LA OBESIDAD;ORLISTAT;VENTA BAJO RECETA;70;SI;OBESIDAD;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;DIURAL;50 mg comp.x 15;LEPETIT PHARMA SA;ANTIHIPERTENSIVO DIURÉTICO;HIDROCLOROTIAZIDA;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;DIURAL;50 mg comp.x 15;LEPETIT PHARMA SA;ANTIHIPERTENSIVO DIURÉTICO;HIDROCLOROTIAZIDA;VENTA BAJO RECETA;70;SI;INSUFICIENCIA RENAL CRONICA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;CARBAMAZEPINA DENVER FARMA;200 mg comp.x 60;DENVER FARMA S.A.;ANTICONVULSIVO;CARBAMAZEPINA;VENTA BAJO RECETA;70;SI;EPILEPSIA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;SIMVASTATINA FABRA;10 mg comp.x 30;FABRA S.R.L.;HIPOCOLESTEROLEMIANTE;SIMVASTATIN;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;SIMVASTATINA FABRA;10 mg comp.x 30;FABRA S.R.L.;HIPOCOLESTEROLEMIANTE;SIMVASTATIN;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;SIMVASTATINA FABRA;20 mg comp.x 30;FABRA S.R.L.;HIPOCOLESTEROLEMIANTE;SIMVASTATIN;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;SIMVASTATINA FABRA;20 mg comp.x 30;FABRA S.R.L.;HIPOCOLESTEROLEMIANTE;SIMVASTATIN;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ELIFER;100 mg comp.x 30;CASASCO S.A.I.C.;ANTICONVULSIVO;GABAPENTIN;VENTA BAJO RECETA;70;SI;EPILEPSIA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ELIFER;300 mg comp.x 30;CASASCO S.A.I.C.;ANTICONVULSIVO;GABAPENTIN;VENTA BAJO RECETA;70;SI;EPILEPSIA;SI
